unique_storm_id,unique_storm_number,sample_start,sample_end,storm_start,storm_end,runoff_volume,peak_discharge,discrete,estimated,frozen,exclude,suspended_sediment_mg_L,suspended_sediment_flag,suspended_sediment_load_pounds,chloride_mg_L,chloride_flag,chloride_load_pounds,no2_no3_n_mg_L,no2_no3_flag,no2_no3_n_load_pounds,ammonium_n_mg_L,ammonium_n_flag,ammonium_n_load_pounds,tkn_unfiltered_mg_L,tkn_unfiltered_flag,tkn_unfiltered_load_pounds,orthophosphate_mg_L,orthophosphate_flag,orthophosphate_load_pounds,total_phosphorus_unfiltered_mg_L,total_phosphorus_unfiltered_flag,total_phosphorus_unfiltered_load_pounds,total_nitrogen_computed_mg_L,total_nitrogen_computed_load_pounds,organic_nitrogen_computed_mg_L,organic_nitrogen_computed_load_pounds,comments
OH-FM1-1371,204,04/03/18 06:40,,04/03/18 05:56,04/03/18 10:30,603,0.06,1,0,0,0,199,,7.49720947331,2.0,,0.07534883893,0.4,,0.01506976779,0.09,,0.00339069775,2.35,,0.08853488574,0.398,,0.01499441895,0.992,,0.03737302411,2.8,0.10360465353,2.3,0.08514418799,
OH-FM1-108,205,04/03/18 12:00,04/03/18 22:17,04/03/18 12:00,04/03/18 22:17,5422,0.28,0,0,0,0,144,,48.74617893170,0.8,,0.27081210518,0.1,,0.03385151315,0.07,,0.02369605920,1.98,,0.67025996031,0.331,,0.11204850852,0.935,,0.31651164792,2.1,0.70411147346,1.9,0.64656390111,
OH-FM1-1380,206,04/03/18 22:17,,04/03/18 22:17,04/04/18 02:15,861,0.14,1,0,0,0,164,,8.81214719460,1.1,,0.05910586533,0.1,,0.00537326048,0.69,,0.03707549734,3.01,,0.16173514058,1.800,,0.09671868872,2.600,,0.13970477260,3.1,0.16710840107,2.3,0.12465964324,
OH-FM1-1381,207,04/15/18 04:46,,04/15/18 03:45,04/15/18 09:18,739,0.06,1,0,0,0,95,,4.38335406892,2,,0.09228113829,0.3,,0.01384217074,19.3,,0.89051298453,20.3,,0.93665355367,45,,2.07632561159,46,,2.12246618074,20.6,0.95049572442,1.0,0.04614056915,
OH-FM1-1382,208,04/15/18 10:01,,04/15/18 09:18,04/15/18 12:34,427,0.06,1,0,0,0,70,,1.86668630400,2.2,,0.05866728384,0.3,,0.00800008416,23.4,,0.62400656448,24.2,,0.64534012224,40,,1.06667788800,42,,1.12001178240,24.5,0.65334020640,0.8,0.02133355776,
OH-FM1-109,209,04/15/18 14:12,04/15/18 21:15,04/15/18 14:12,04/15/18 21:15,1544,0.11,0,0,0,0,90,,8.67738531156,1.2,,0.11569847082,0.1,,0.00964153924,13.8,,1.33053241444,16.7,,1.61013705226,22,,2.12113863172,25,,2.41038480877,16.8,1.61977859149,2.9,0.27960463782,
,210,ESTIMATE,,04/18/18 08:00,04/18/18 08:45,51,0.03,0,1,0,0,105,,0.33418720628,2.5,,0.00795683824,0.6,,0.00190964118,12.4,,0.03946591769,12.3,,0.03914764416,18,,0.05728923536,21,,0.06683744126,12.9,0.04105728534,,0.00000000000,
OH-FM1-110,211,05/22/18 15:38,05/22/18 17:15,05/22/18 15:38,05/22/18 17:15,698,0.32,0,0,0,0,952,,41.50933545103,4,,0.17440897248,1.5,,0.06540336468,0.43,,0.01874896454,6.53,,0.28472264758,1.2,,0.05232269175,3,,0.13080672936,8.03,0.35012601226,6.1,0.26597368304,
OH-FM1-1392,212,05/30/18 22:05,,05/30/18 22:00,05/30/18 22:45,117,0.09,1,0,0,0,710,,5.16974454456,3.7,,0.02694092227,2.3,,0.01674705979,0.47,,0.00342222526,3.13,,0.02279056398,1.4,,0.01019386248,0.322,,0.00234458837,5.43,0.03953762377,2.7,0.01936833872,
OH-FM1-111,213,06/09/18 22:45,06/10/18 05:45,06/09/18 22:40,06/10/18 05:45,9984,1.73,0,0,0,0,252,,157.07496484383,0.7,,0.43631934679,1,,0.62331335255,0.33,,0.20569340634,2.22,,1.38375564267,1.1,,0.68564468781,1.6,,0.99730136409,3.22,2.00706899523,1.9,1.17806223633,
,214,ESTIMATE,,06/10/18 22:30,06/10/18 23:45,121,0.04,0,1,0,0,135,,1.02351147516,0.9,,0.00682340983,0.8,,0.00606525319,0.34,,0.00257773260,2.1,,0.01592128961,1.1,,0.00833972313,1.5,,0.01137234972,2.9,0.02198654280,1.8,0.01334355701,
OH-FM1-112,215,06/11/18 00:45,06/11/18 10:01,06/11/18 00:59,06/11/18 10:01,6050,0.51,0,0,0,0,37,,13.97362296884,1.5,,0.56649822847,0.7,,0.26436583995,0.34,,0.12840626512,2.03,,0.76666093586,1.2,,0.45319858277,1.4,,0.52873167990,2.73,1.03102677581,1.7,0.63825467074,
OH-FM1-113,216,06/11/18 10:01,06/11/18 17:00,06/11/18 10:01,06/11/18 17:00,10681,1.42,0,0,0,0,61,,40.67328877236,0.7,,0.46674265804,0.4,,0.26671009031,0.28,,0.18669706322,1.48,,0.98682733415,0.844,,0.56275829056,1,,0.66677522578,1.88,1.25353742446,1.2,0.80013027093,
OH-FM1-1415,217,07/05/18 14:05,,07/05/18 14:03,07/05/18 14:30,92,0.12,1,0,0,0,190,,1.09168451868,0.8,,0.00459656639,0.3,,0.00172371240,0.22,,0.00126405576,1.32,,0.00758433455,0.812,,0.00466551489,1.1,,0.00632027879,1.62,0.00930804695,1.1,0.00632027879,
,218,ESTIMATE,,08/17/18 09:56,08/17/17 10:30,280,0.33,0,1,0,0,256,,4.46712598204,0.7,,0.01221479761,0.2,,0.00348994217,0.17,,0.00296645085,1.56,,0.02722154895,0.742,,0.01294768546,1.2,,0.02093965304,1.8,0.03071149113,1.4,0.02425509811,
,219,ESTIMATE,,08/17/18 20:19,08/17/18 21:59,643,0.49,0,1,0,0,180,,7.23009561213,0.8,,0.03213375828,0.3,,0.01205015935,0.12,,0.00482006374,1.62,,0.06507086051,0.712,,0.02859904487,1,,0.04016719785,1.9,0.07712101986,1.5,0.06000000000,
OHFM1-115,220,08/20/18 20:03,08/20/18 21:30,08/20/18 20:03,08/20/18 21:30,1208,0.90,0,0,0,0,248,,18.69900619248,0.9,,0.06785929667,0.3,,0.02261976556,0.1,,0.00753992185,1.76,,0.13270262459,0.682,,0.05142226703,1.1,,0.08293914037,2.06,0.15532239015,1.7,0.12516270274,
,221,ESTIMATE,,08/21/18 04:09,08/21/18 05:15,108,0.06,0,1,0,0,143,,0.96426494589,1.2,,0.00809173381,0.2,,0.00134862230,0.09,,0.00060688004,1.75,,0.01180044514,0.723,,0.00487526962,1.1,,0.00741742266,2.0,0.01314906744,1.7,0.01000000000,
OH-FM1-116,222,08/21/18 06:35,08/21/18 09:00,08/21/18 06:35,08/21/18 09:00,593,0.25,0,0,0,0,93,,3.44136469298,1.4,,0.05180549000,0.2,,0.00740078429,0.06,,0.00222023529,1.74,,0.06438682329,0.797,,0.02949212538,1.1,,0.04070431357,1.94,0.07178760757,1.7,0.06216658800,
